AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,Hour,DayOfWeek,IsWeekend,TimeOfDay,IsNight,TimeToReport_Hours,Occ_Month,Has_Cross_Street_np,Location_Cluster,Hour_Sin,Hour_Cos
Central,BURGLARY FROM VEHICLE,28,F,H,STREET,undefined,Invest Cont,19,Monday,0,Evening,0,0.0,10,1,9,-0.9659258262890684,0.2588190451025203
Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,H,PARKING LOT,FOLDING KNIFE,Invest Cont,16,Tuesday,0,Afternoon,0,24.0,5,0,19,-0.8660254037844385,-0.5000000000000004
Central,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5,Friday,0,Night,1,0.0,2,0,9,0.9659258262890683,0.25881904510252074
Topanga,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,M,W,OTHER STORE,undefined,Juv Arrest,18,Friday,0,Evening,0,1440.0,2,0,16,-1.0,-1.8369701987210297e-16
Hollenbeck,VIOLATION OF RESTRAINING ORDER,25,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,11,Saturday,1,Morning,0,0.0,10,0,1,0.258819045102521,-0.9659258262890682
Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,23,Saturday,1,Night,1,24.0,6,0,6,-0.25881904510252157,0.9659258262890681
Central,TRESPASSING,56,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,15,Tuesday,0,Afternoon,0,0.0,5,0,9,-0.7071067811865471,-0.7071067811865479
Foothill,INDECENT EXPOSURE,15,F,W,SIDEWALK,undefined,Invest Cont,15,Monday,0,Afternoon,0,24.0,8,1,19,-0.7071067811865471,-0.7071067811865479
Newton,BURGLARY,0,M,H,CLOTHING STORE,undefined,Invest Cont,16,Friday,0,Afternoon,0,48.0,1,0,9,-0.8660254037844385,-0.5000000000000004
Olympic,THEFT OF IDENTITY,36,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,2,Friday,0,Night,1,0.0,4,0,6,0.49999999999999994,0.8660254037844387
Hollenbeck,VIOLATION OF COURT ORDER,54,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,16,Monday,0,Afternoon,0,0.0,1,0,14,-0.8660254037844385,-0.5000000000000004
West Valley,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",25,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,7,Sunday,1,Morning,0,168.0,11,0,7,0.9659258262890683,-0.25881904510252063
Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,21,Wednesday,0,Evening,0,0.0,6,0,11,-0.7071067811865477,0.7071067811865474
West LA,BURGLARY,47,F,W,OTHER STORE,undefined,Invest Cont,19,Tuesday,0,Evening,0,0.0,3,0,10,-0.9659258262890684,0.2588190451025203
West Valley,BURGLARY FROM VEHICLE,44,M,H,STREET,undefined,Invest Cont,17,Monday,0,Afternoon,0,1008.0,2,0,3,-0.9659258262890683,-0.25881904510252063
Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,O,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9,Monday,0,Morning,0,0.0,6,0,11,0.7071067811865476,-0.7071067811865475
West LA,BURGLARY FROM VEHICLE,57,M,O,STREET,undefined,Invest Cont,17,Thursday,0,Afternoon,0,96.0,10,0,12,-0.9659258262890683,-0.25881904510252063
Northeast,BURGLARY FROM VEHICLE,57,F,W,PARKING LOT,undefined,Invest Cont,12,Friday,0,Afternoon,0,72.0,12,0,6,1.2246467991473532e-16,-1.0
Olympic,DOCUMENT FORGERY / STOLEN FELONY,48,M,A,RESTAURANT/FAST FOOD,undefined,Invest Cont,22,Monday,0,Night,1,168.0,11,0,6,-0.5000000000000004,0.8660254037844384
Rampart,VIOLATION OF RESTRAINING ORDER,55,M,H,RESTAURANT/FAST FOOD,undefined,Adult Other,17,Thursday,0,Afternoon,0,0.0,2,0,9,-0.9659258262890683,-0.25881904510252063
Devonshire,CHILD NEGLECT (SEE 300 W.I.C.),14,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Arrest,23,Saturday,1,Night,1,24.0,3,0,15,-0.25881904510252157,0.9659258262890681
Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,LIBRARY,undefined,Invest Cont,5,Monday,0,Night,1,408.0,5,0,8,0.9659258262890683,0.25881904510252074
Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7,Saturday,1,Morning,0,0.0,4,0,7,0.9659258262890683,-0.25881904510252063
Southeast,THEFT PLAIN - PETTY ($950 & UNDER),27,F,O,GAS STATION,undefined,Invest Cont,8,Thursday,0,Morning,0,480.0,1,0,13,0.8660254037844387,-0.4999999999999998
West LA,BURGLARY,59,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,13,Friday,0,Afternoon,0,0.0,12,0,10,-0.2588190451025208,-0.9659258262890683
Newton,BATTERY - SIMPLE ASSAULT,58,F,H,PARK/PLAYGROUND,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8,Wednesday,0,Morning,0,0.0,2,1,0,0.8660254037844387,-0.4999999999999998
Topanga,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,32,F,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1,Wednesday,0,Night,1,24.0,2,1,16,0.25881904510252074,0.9659258262890683
Southwest,THEFT OF IDENTITY,36,F,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,9,Wednesday,0,Morning,0,48.0,6,0,0,0.7071067811865476,-0.7071067811865475
Southwest,THEFT PLAIN - PETTY ($950 & UNDER),30,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,10,0,0,-0.8660254037844386,0.5000000000000001
West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,19,Friday,0,Evening,0,912.0,5,0,12,-0.9659258262890684,0.2588190451025203
Southwest,ROBBERY,41,M,H,STREET,HAND GUN,Invest Cont,13,Thursday,0,Afternoon,0,0.0,12,1,0,-0.2588190451025208,-0.9659258262890683
Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,BUS-CHARTER/PRIVATE,undefined,Invest Cont,16,Friday,0,Afternoon,0,0.0,9,0,0,-0.8660254037844385,-0.5000000000000004
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,STREET,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,16,Sunday,1,Afternoon,0,0.0,3,0,9,-0.8660254037844385,-0.5000000000000004
West LA,BATTERY - SIMPLE ASSAULT,52,M,W,GARAGE/CARPORT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21,Monday,0,Evening,0,0.0,11,0,10,-0.7071067811865477,0.7071067811865474
Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,F,B,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,17,Wednesday,0,Afternoon,0,48.0,6,0,13,-0.9659258262890683,-0.25881904510252063
Newton,THEFT PLAIN - PETTY ($950 & UNDER),25,F,H,OTHER BUSINESS,undefined,Invest Cont,14,Saturday,1,Afternoon,0,48.0,10,0,0,-0.4999999999999997,-0.8660254037844388
Mission,INTIMATE PARTNER - SIMPLE ASSAULT,48,M,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14,Saturday,1,Afternoon,0,0.0,10,0,19,-0.4999999999999997,-0.8660254037844388
Southeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,18,Monday,0,Evening,0,0.0,11,0,13,-1.0,-1.8369701987210297e-16
Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,W,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,18,Tuesday,0,Evening,0,72.0,2,0,5,-1.0,-1.8369701987210297e-16
Hollywood,BRANDISH WEAPON,28,M,H,SIDEWALK,OTHER KNIFE,Invest Cont,6,Tuesday,0,Morning,0,0.0,12,1,6,1.0,6.123233995736766e-17
Olympic,BURGLARY,63,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,13,Saturday,1,Afternoon,0,96.0,2,0,6,-0.2588190451025208,-0.9659258262890683
Newton,BATTERY - SIMPLE ASSAULT,51,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Friday,0,Evening,0,0.0,8,0,0,-1.0,-1.8369701987210297e-16
N Hollywood,BURGLARY,70,F,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,10,Sunday,1,Morning,0,24.0,5,0,8,0.49999999999999994,-0.8660254037844387
N Hollywood,BURGLARY FROM VEHICLE,38,M,O,STREET,undefined,Invest Cont,20,Friday,0,Evening,0,192.0,4,0,8,-0.8660254037844386,0.5000000000000001
Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,SINGLE FAMILY DWELLING,BOARD,Adult Other,21,Tuesday,0,Evening,0,0.0,8,0,19,-0.7071067811865477,0.7071067811865474
Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Other,14,Thursday,0,Afternoon,0,0.0,2,0,12,-0.4999999999999997,-0.8660254037844388
Wilshire,VIOLATION OF COURT ORDER,0,M,B,STREET,undefined,Adult Other,15,Thursday,0,Afternoon,0,0.0,2,1,12,-0.7071067811865471,-0.7071067811865479
N Hollywood,OTHER ASSAULT,41,M,A,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,19,Friday,0,Evening,0,0.0,1,0,8,-0.9659258262890684,0.2588190451025203
Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,B,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,22,Tuesday,0,Night,1,24.0,12,0,12,-0.5000000000000004,0.8660254037844384
Mission,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",65,M,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Friday,0,Afternoon,0,1680.0,3,0,2,1.2246467991473532e-16,-1.0
Newton,BATTERY - SIMPLE ASSAULT,54,F,B,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14,Sunday,1,Afternoon,0,0.0,2,0,0,-0.4999999999999997,-0.8660254037844388
West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,O,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,1,Wednesday,0,Night,1,0.0,3,0,7,0.25881904510252074,0.9659258262890683
Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",MACE/PEPPER SPRAY,Adult Other,1,Wednesday,0,Night,1,0.0,6,0,13,0.25881904510252074,0.9659258262890683
Newton,BATTERY - SIMPLE ASSAULT,46,M,B,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,21,Friday,0,Evening,0,0.0,3,1,9,-0.7071067811865477,0.7071067811865474
Wilshire,BATTERY - SIMPLE ASSAULT,20,M,A,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,17,Wednesday,0,Afternoon,0,0.0,11,1,12,-0.9659258262890683,-0.25881904510252063
Southwest,ATTEMPTED ROBBERY,25,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14,Sunday,1,Afternoon,0,24.0,3,1,0,-0.4999999999999997,-0.8660254037844388
Northeast,BURGLARY,0,M,W,HOSPITAL,undefined,Invest Cont,17,Thursday,0,Afternoon,0,120.0,5,0,6,-0.9659258262890683,-0.25881904510252063
Northeast,PROWLER,0,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,21,Saturday,1,Evening,0,24.0,5,0,14,-0.7071067811865477,0.7071067811865474
Southeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,F,B,SINGLE FAMILY DWELLING,OTHER FIREARM,Adult Arrest,17,Saturday,1,Afternoon,0,0.0,6,0,13,-0.9659258262890683,-0.25881904510252063
Southeast,BURGLARY FROM VEHICLE,32,F,H,STREET,undefined,Invest Cont,15,Wednesday,0,Afternoon,0,24.0,1,0,13,-0.7071067811865471,-0.7071067811865479
Rampart,BATTERY - SIMPLE ASSAULT,74,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8,Saturday,1,Morning,0,0.0,5,0,9,0.8660254037844387,-0.4999999999999998
West Valley,THROWING OBJECT AT MOVING VEHICLE,53,F,W,STREET,CONCRETE BLOCK/BRICK,Invest Cont,17,Monday,0,Afternoon,0,0.0,12,1,3,-0.9659258262890683,-0.25881904510252063
Northeast,ROBBERY,45,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11,Tuesday,0,Morning,0,696.0,9,1,6,0.258819045102521,-0.9659258262890682
Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63,F,W,PARKING LOT,undefined,Invest Cont,4,Thursday,0,Night,1,504.0,1,0,5,0.8660254037844386,0.5000000000000001
West LA,BATTERY - SIMPLE ASSAULT,20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1,Monday,0,Night,1,0.0,2,0,12,0.25881904510252074,0.9659258262890683
N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,O,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,16,Monday,0,Afternoon,0,0.0,11,0,8,-0.8660254037844385,-0.5000000000000004
Pacific,BURGLARY,58,F,B,PUBLIC STORAGE,undefined,Invest Cont,16,Wednesday,0,Afternoon,0,552.0,2,0,4,-0.8660254037844385,-0.5000000000000004
Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,F,H,STREET,undefined,Invest Cont,17,Friday,0,Afternoon,0,0.0,10,1,9,-0.9659258262890683,-0.25881904510252063
West LA,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15,Saturday,1,Afternoon,0,0.0,6,0,12,-0.7071067811865471,-0.7071067811865479
Van Nuys,BURGLARY FROM VEHICLE,44,M,H,STREET,undefined,Invest Cont,16,Sunday,1,Afternoon,0,48.0,2,0,11,-0.8660254037844385,-0.5000000000000004
Southeast,BURGLARY FROM VEHICLE,37,M,H,STREET,undefined,Invest Cont,11,Thursday,0,Morning,0,120.0,12,0,13,0.258819045102521,-0.9659258262890682
N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),45,F,O,PARKING LOT,undefined,Invest Cont,21,Tuesday,0,Evening,0,192.0,9,0,8,-0.7071067811865477,0.7071067811865474
Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,F,B,OTHER/OUTSIDE,undefined,Invest Cont,23,Tuesday,0,Night,1,24.0,6,0,12,-0.25881904510252157,0.9659258262890681
Pacific,BURGLARY FROM VEHICLE,44,M,B,PARKING LOT,undefined,Invest Cont,21,Tuesday,0,Evening,0,0.0,11,0,18,-0.7071067811865477,0.7071067811865474
N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,W,OTHER BUSINESS,MACE/PEPPER SPRAY,Invest Cont,16,Sunday,1,Afternoon,0,0.0,9,0,8,-0.8660254037844385,-0.5000000000000004
Olympic,THEFT PLAIN - PETTY ($950 & UNDER),31,M,W,STREET,undefined,Invest Cont,3,Monday,0,Night,1,0.0,1,0,12,0.7071067811865476,0.7071067811865476
Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,20,Saturday,1,Evening,0,0.0,10,0,13,-0.8660254037844386,0.5000000000000001
Wilshire,THEFT OF IDENTITY,28,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Tuesday,0,Afternoon,0,0.0,3,0,12,1.2246467991473532e-16,-1.0
Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,F,B,STREET,GLASS,Invest Cont,17,Sunday,1,Afternoon,0,0.0,4,1,6,-0.9659258262890683,-0.25881904510252063
Foothill,THEFT PLAIN - PETTY ($950 & UNDER),35,F,W,"PORCH, RESIDENTIAL",undefined,Invest Cont,4,Wednesday,0,Night,1,24.0,11,0,8,0.8660254037844386,0.5000000000000001
Devonshire,VEHICLE - ATTEMPT STOLEN,38,M,H,STREET,undefined,Invest Cont,8,Sunday,1,Morning,0,24.0,5,1,7,0.8660254037844387,-0.4999999999999998
Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,14,Thursday,0,Afternoon,0,48.0,3,0,12,-0.4999999999999997,-0.8660254037844388
77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,B,STREET,HAND GUN,Invest Cont,18,Sunday,1,Evening,0,0.0,5,0,0,-1.0,-1.8369701987210297e-16
Harbor,BRANDISH WEAPON,35,F,H,STREET,CLUB/BAT,Adult Other,19,Thursday,0,Evening,0,48.0,4,1,5,-0.9659258262890684,0.2588190451025203
Hollywood,BURGLARY FROM VEHICLE,24,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,1,Sunday,1,Night,1,96.0,9,0,6,0.25881904510252074,0.9659258262890683
Southwest,THEFT FROM PERSON - ATTEMPT,28,M,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21,Monday,0,Evening,0,0.0,3,0,12,-0.7071067811865477,0.7071067811865474
Hollywood,VIOLATION OF COURT ORDER,46,F,O,SINGLE FAMILY DWELLING,undefined,Adult Arrest,5,Saturday,1,Night,1,24.0,7,0,6,0.9659258262890683,0.25881904510252074
Wilshire,ROBBERY,47,M,H,STREET,HAND GUN,Adult Other,2,Sunday,1,Night,1,0.0,10,0,12,0.49999999999999994,0.8660254037844387
Pacific,THEFT PLAIN - PETTY ($950 & UNDER),37,F,B,MINI-MART,undefined,Invest Cont,8,Friday,0,Morning,0,0.0,4,0,4,0.8660254037844387,-0.4999999999999998
Newton,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),20,M,W,CLOTHING STORE,undefined,Invest Cont,19,Sunday,1,Evening,0,0.0,6,0,0,-0.9659258262890684,0.2588190451025203
N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,W,YARD (RESIDENTIAL/BUSINESS),undefined,Invest Cont,14,Friday,0,Afternoon,0,120.0,1,0,19,-0.4999999999999997,-0.8660254037844388
Central,BATTERY POLICE (SIMPLE),0,M,O,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6,Saturday,1,Morning,0,0.0,12,1,9,1.0,6.123233995736766e-17
Foothill,THEFT PLAIN - PETTY ($950 & UNDER),41,F,H,MARKET,undefined,Invest Cont,23,Monday,0,Night,1,24.0,12,0,19,-0.25881904510252157,0.9659258262890681
Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),57,F,H,NAIL SALON,undefined,Invest Cont,14,Sunday,1,Afternoon,0,24.0,11,0,11,-0.4999999999999997,-0.8660254037844388
Hollenbeck,BATTERY - SIMPLE ASSAULT,34,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,19,Sunday,1,Evening,0,0.0,10,0,14,-0.9659258262890684,0.2588190451025203
Pacific,TRESPASSING,28,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,12,Thursday,0,Afternoon,0,48.0,7,0,12,1.2246467991473532e-16,-1.0
Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,M,A,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,6,1,6,-0.8660254037844386,0.5000000000000001
Olympic,CRIMINAL THREATS - NO WEAPON DISPLAYED,62,M,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Invest Cont,16,Thursday,0,Afternoon,0,48.0,7,0,6,-0.8660254037844385,-0.5000000000000004
Mission,BIKE - STOLEN,74,M,H,YARD (RESIDENTIAL/BUSINESS),undefined,Invest Cont,10,Wednesday,0,Morning,0,144.0,7,0,2,0.49999999999999994,-0.8660254037844387
Central,INTIMATE PARTNER - SIMPLE ASSAULT,45,F,H,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,23,Saturday,1,Night,1,24.0,9,1,9,-0.25881904510252157,0.9659258262890681
Southwest,CRIMINAL HOMICIDE,31,M,B,SIDEWALK,UNKNOWN FIREARM,Invest Cont,15,Monday,0,Afternoon,0,24.0,6,0,12,-0.7071067811865471,-0.7071067811865479
Van Nuys,BATTERY - SIMPLE ASSAULT,17,F,H,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8,Monday,0,Morning,0,0.0,6,0,11,0.8660254037844387,-0.4999999999999998
Mission,BRANDISH WEAPON,32,F,O,MOTEL,FOLDING KNIFE,Adult Arrest,12,Tuesday,0,Afternoon,0,24.0,12,0,2,1.2246467991473532e-16,-1.0
Pacific,BURGLARY FROM VEHICLE,75,M,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,19,Tuesday,0,Evening,0,24.0,12,0,18,-0.9659258262890684,0.2588190451025203
Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KNIFE WITH BLADE 6INCHES OR LESS,Adult Other,23,Sunday,1,Night,1,0.0,8,0,9,-0.25881904510252157,0.9659258262890681
West LA,BURGLARY FROM VEHICLE,22,F,W,GARAGE/CARPORT,undefined,Invest Cont,15,Wednesday,0,Afternoon,0,72.0,11,0,10,-0.7071067811865471,-0.7071067811865479
Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),45,F,B,STREET,undefined,Invest Cont,23,Tuesday,0,Night,1,24.0,7,0,12,-0.25881904510252157,0.9659258262890681
Central,BATTERY - SIMPLE ASSAULT,64,F,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Monday,0,Evening,0,0.0,9,1,9,-1.0,-1.8369701987210297e-16
Newton,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,15,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,17,Monday,0,Afternoon,0,120.0,1,0,9,-0.9659258262890683,-0.25881904510252063
Olympic,VEHICLE - ATTEMPT STOLEN,45,M,H,SIDEWALK,undefined,Invest Cont,1,Sunday,1,Night,1,0.0,2,1,6,0.25881904510252074,0.9659258262890683
Central,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,B,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,18,Saturday,1,Evening,0,24.0,11,1,9,-1.0,-1.8369701987210297e-16
Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),55,M,W,PARKING LOT,undefined,Invest Cont,5,Friday,0,Night,1,0.0,2,0,11,0.9659258262890683,0.25881904510252074
Newton,BATTERY - SIMPLE ASSAULT,53,M,B,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Saturday,1,Afternoon,0,0.0,10,0,0,1.2246467991473532e-16,-1.0
Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),19,F,A,PARKING LOT,undefined,Invest Cont,18,Friday,0,Evening,0,0.0,3,0,6,-1.0,-1.8369701987210297e-16
Mission,BATTERY POLICE (SIMPLE),0,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19,Wednesday,0,Evening,0,0.0,12,1,11,-0.9659258262890684,0.2588190451025203
Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER),64,F,H,"VEHICLE, PASSENGER/TRUCK",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,15,Saturday,1,Afternoon,0,0.0,1,0,9,-0.7071067811865471,-0.7071067811865479
Harbor,VIOLATION OF RESTRAINING ORDER,46,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Other,0,Friday,0,Night,1,0.0,1,0,5,0.0,1.0
Northeast,THEFT PLAIN - PETTY ($950 & UNDER),43,M,W,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,23,Tuesday,0,Night,1,744.0,6,0,9,-0.25881904510252157,0.9659258262890681
Hollywood,BATTERY - SIMPLE ASSAULT,56,M,O,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,0,Saturday,1,Night,1,0.0,10,0,6,0.0,1.0
Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,M,W,DEPARTMENT STORE,undefined,Invest Cont,16,Wednesday,0,Afternoon,0,24.0,9,0,9,-0.8660254037844385,-0.5000000000000004
Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,F,O,STREET,undefined,Invest Cont,18,Thursday,0,Evening,0,24.0,12,0,6,-1.0,-1.8369701987210297e-16
Pacific,BURGLARY,44,M,O,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7,Monday,0,Morning,0,0.0,2,0,18,0.9659258262890683,-0.25881904510252063
Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,W,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19,Thursday,0,Evening,0,0.0,9,0,6,-0.9659258262890684,0.2588190451025203
